state,district,months,mean,std,cov,max_total,peak_factor,spike_months,spike_freq,severity_metric,cov_norm,spike_norm,peak_norm,severity_norm,instability_score,reason_code,dominant_component
Bihar,East Champaran,12,1304.0,2427.2173367871283,1.8613629883336873,8994,6.897239263803681,0,0.0,0.0,0.6435425193509228,0.0,0.6653621609764936,0.0,32.61351880005755,MIXED,mixed
Bihar,Munger,12,251.25,468.0373188306482,1.8628350998234753,1731,6.88955223880597,0,0.0,0.0,0.6441481080136195,0.0,0.6644271108300729,0.0,32.61298545701005,MIXED,mixed
Gujarat,Bhavnagar,12,466.1666666666667,865.9508524090029,1.8575992543632525,3200,6.864497676081515,0,0.0,0.0,0.6419942163604813,0.0,0.6613794724327756,0.0,32.487415939469955,MIXED,mixed
Maharashtra,Akola,12,158.83333333333334,176.19660162512335,1.1093175338412802,695,4.3756558237145855,1,0.08333333333333333,53.32036642509703,0.3341704342659608,0.5,0.3586366116814968,0.11020682347464178,32.453015848474806,SPIKY,spike_freq
Mizoram,Kolasib,11,13.090909090909092,24.61485139282602,1.8803011480630984,87,6.645833333333333,0,0.0,0.0,0.6513331893538609,0.0,0.6347811296714924,0.0,32.23561827404568,MIXED,mixed
Assam,Kamrup Metro,12,271.8333333333333,499.49862741340826,1.83751794266122,1852,6.812998160637646,0,0.0,0.0,0.6337332831477515,0.0,0.6551150685221961,0.0,32.114299864876465,MIXED,mixed
Bihar,Siwan,12,512.6666666666666,509.38293031566116,0.9935947925533053,2090,4.076723016905071,1,0.08333333333333333,84.42528528840377,0.2865650860118815,0.5,0.3222744085066125,0.17449697247759405,31.904865062428545,SPIKY,spike_freq
Punjab,SAS Nagar (Mohali),12,98.66666666666667,88.38586202589532,0.895802655667858,362,3.668918918918919,1,0.08333333333333333,124.35733172934545,0.24633592551042635,0.5,0.2726690954438277,0.2570317389871257,31.769253148867488,SPIKY,spike_freq
Assam,Darrang,12,327.4166666666667,596.7151685890367,1.822494788258702,2208,6.74370068719776,0,0.0,0.0,0.6275531452660627,0.0,0.6466857200153492,0.0,31.760308758288865,MIXED,mixed
Tripura,North Tripura,12,56.916666666666664,62.1134714319956,1.0913055010013868,249,4.374816983894583,1,0.08333333333333333,41.56349238675769,0.3267607489563704,0.5,0.3585345751593376,0.08590677025619646,31.621183228282778,SPIKY,spike_freq
Jharkhand,Dhanbad,12,394.1666666666667,432.18910703813935,1.0964628508367171,1730,4.3890063424947146,1,0.08333333333333333,36.11926763874944,0.32888234953588014,0.5,0.36026056952524893,0.07465420850565277,31.438037089222696,SPIKY,spike_freq
Assam,Dhubri,12,552.0833333333334,995.8803741900779,1.8038587909858013,3701,6.703698113207547,0,0.0,0.0,0.6198867770970717,0.0,0.6418198046998805,0.0,31.43299940690977,MIXED,mixed
Madhya Pradesh,Dhar,12,488.25,880.6306753478648,1.8036470565240446,3263,6.68305171530978,0,0.0,0.0,0.6197996750056666,0.0,0.6393083757162211,0.0,31.38015776449442,MIXED,mixed
Uttar Pradesh,Lucknow,12,1068.25,1923.8282443181783,1.8009157447396942,7150,6.693189796395974,0,0.0,0.0,0.6186760838494486,0.0,0.6405415724609816,0.0,31.371113964703092,MIXED,mixed
Karnataka,Mysuru,12,175.5,315.29423487506807,1.7965483468664847,1174,6.689458689458689,0,0.0,0.0,0.6168794491136633,0.0,0.6400877204065057,0.0,31.30813788154001,MIXED,mixed
Bihar,Nalanda,12,579.4166666666666,1036.9488861193895,1.7896428352412879,3859,6.660146699266504,0,0.0,0.0,0.6140386999045514,0.0,0.636522208296262,0.0,31.15160516306178,MIXED,mixed
Odisha,Rayagada,12,85.83333333333333,37.92536530256938,0.44184891614643945,139,1.6194174757281554,1,0.08333333333333333,315.65370722781853,0.05959107639402913,0.5,0.0233676263949336,0.652418479539906,31.065546808217192,INTENSE,severity
Kerala,Pathanamthitta,12,43.5,19.393063427187286,0.44581755005028245,65,1.4942528735632183,2,0.16666666666666666,76.9444846498498,0.06122366992735415,1.0,0.008142597256110575,0.1590350518139345,30.9754383382912,SPIKY,spike_freq
Uttar Pradesh,Chandauli,12,472.6666666666667,839.3105756656723,1.7756923321558653,3129,6.619887165021156,0,0.0,0.0,0.6082998230830241,0.0,0.6316250363211285,0.0,30.881495418913296,MIXED,mixed
Maharashtra,Aurangabad,12,728.8333333333334,1294.3904029123187,1.7759758558138377,4819,6.611936885433341,0,0.0,0.0,0.6084164573964341,0.0,0.6306579638717889,0.0,30.865652999328802,MIXED,mixed
Gujarat,Ahmedabad,12,651.6666666666666,624.5133863232795,0.9583325621329098,2558,3.9253196930946292,1,0.08333333333333333,76.35575244229298,0.2720591147507863,0.5,0.30385769981375826,0.1578182127180668,30.684382756750423,SPIKY,spike_freq
Delhi,North West Delhi,12,633.5,1110.3930917390553,1.7527909893276328,4145,6.54301499605367,0,0.0,0.0,0.5988788018672282,0.0,0.622274301430826,0.0,30.411850084633365,MIXED,mixed
Maharashtra,Jalna,12,157.16666666666666,71.81774069676571,0.4569527509868444,259,1.647932131495228,2,0.16666666666666666,56.01710911363847,0.06580440412500892,1.0,0.02683615070155105,0.11578066824275894,30.40537184385026,SPIKY,spike_freq
Jharkhand,Palamau,12,10.166666666666666,7.296740658843799,0.7177121959518491,31,3.0491803278688527,1,0.08333333333333333,168.65502821828792,0.17307410798735087,0.5,0.19728405890804587,0.3485897822752962,30.352648974663847,SPIKY,spike_freq
Assam,Sibsagar,12,127.91666666666667,223.77198554589333,1.7493575417268534,836,6.535504885993485,0,0.0,0.0,0.5974663701625516,0.0,0.6213607712272033,0.0,30.351206529420615,MIXED,mixed
Gujarat,Amreli,12,164.66666666666666,287.1225057938394,1.7436589420678508,1071,6.504048582995952,0,0.0,0.0,0.5951221133785517,0.0,0.6175344247885675,0.0,30.2043518971279,MIXED,mixed
Maharashtra,Buldana,12,25.916666666666668,11.547989461636195,0.44558158694416183,46,1.77491961414791,2,0.16666666666666666,47.69997512137755,0.06112660079714721,1.0,0.04228291512385251,0.09859014651242419,30.14420998920207,SPIKY,spike_freq
Maharashtra,Mumbai City,12,62.333333333333336,28.413611761501443,0.4558333437674028,114,1.8288770053475936,2,0.16666666666666666,42.22353727914923,0.06534390889367805,1.0,0.048846295177483894,0.08727100414688659,30.119018274032182,SPIKY,spike_freq
Jharkhand,Lohardaga,12,109.83333333333333,190.790143319509,1.7370877995706435,710,6.464339908952959,0,0.0,0.0,0.5924189149965822,0.0,0.6127042594789545,0.0,30.026652639476552,MIXED,mixed
Madhya Pradesh,Tikamgarh,12,191.58333333333334,69.62295641960387,0.3634082109766187,289,1.508481948673336,2,0.16666666666666666,75.48370189886435,0.027322595321563302,1.0,0.009873422740496062,0.15601578848987604,29.917541026703727,SPIKY,spike_freq
Assam,Hailakandi,12,254.08333333333334,437.99179285240103,1.7238115822331297,1634,6.430960970810101,0,0.0,0.0,0.586957421924305,0.0,0.6086440435947679,0.0,29.781603529624512,MIXED,mixed
Tamil Nadu,Kallakurichi,12,40.5,69.72087205421343,1.7215030136842822,260,6.419753086419753,0,0.0,0.0,0.5860077364215842,0.0,0.6072807159168454,0.0,29.725846410984435,MIXED,mixed
Delhi,South Delhi,12,513.25,877.8044020064026,1.710286219203902,3290,6.410131514856308,0,0.0,0.0,0.5813934367464311,0.0,0.6061103474190356,0.0,29.564010050773643,MIXED,mixed
Arunachal Pradesh,Lower Subansiri,12,3.8333333333333335,1.7494587907710373,0.4563805541141836,7,1.826086956521739,2,0.16666666666666666,29.438868516598664,0.06556901710349751,1.0,0.048506913483797064,0.06084662209625981,29.458374335187358,SPIKY,spike_freq
Maharashtra,Chatrapati Sambhaji Nagar,12,4.916666666666667,2.2746961169005466,0.4626500576746874,10,2.0338983050847457,2,0.16666666666666666,18.090659504026675,0.06814812901405323,1.0,0.07378509743136855,0.037391230634186146,29.454926584903625,SPIKY,spike_freq
Chhattisgarh,Dakshin Bastar Dantewada,12,19.0,15.707554638684938,0.8267134020360494,64,3.3684210526315788,1,0.08333333333333333,107.5202498335415,0.21791439018253453,0.5,0.23611651834738936,0.22223150341624695,29.315549657829997,SPIKY,spike_freq
Jharkhand,Giridih,12,547.5,533.5962893424204,0.9746050946893523,2210,4.036529680365297,1,0.08333333333333333,38.50885194153255,0.27875321455090735,0.5,0.3173852888240509,0.07959319360817523,29.200132053212624,SPIKY,spike_freq
Bihar,Nawada,12,628.0,1062.0436560107723,1.691152318488491,3992,6.356687898089172,0,0.0,0.0,0.5735222439551246,0.0,0.5996094629158317,0.0,29.19785657697037,MIXED,mixed
Chhattisgarh,Baloda Bazar,12,159.16666666666666,158.6722369788704,0.9968936354693428,638,4.008376963350786,1,0.08333333333333333,33.98736800946083,0.2879221448242256,0.5,0.3139607907673388,0.07024782681957199,29.17307583056285,SPIKY,spike_freq
Rajasthan,Churu,12,524.5,877.230404066219,1.6725079200499886,3303,6.297426120114395,0,0.0,0.0,0.5658524197634907,0.0,0.5924008569611268,0.0,28.823589732127253,MIXED,mixed
Maharashtra,Gondiya,12,72.33333333333333,27.785978587420775,0.3841379528214854,130,1.7972350230414749,2,0.16666666666666666,30.984878258315014,0.035850275955106904,1.0,0.044997362697468915,0.06404203942210952,28.576506518155327,SPIKY,spike_freq
Punjab,Gurdaspur,12,204.83333333333334,340.67415338983204,1.6631773151659823,1274,6.219690805532953,0,0.0,0.0,0.562014049794195,0.0,0.5829451289905426,0.0,28.519324073636703,MIXED,mixed
Uttar Pradesh,Siddharthnagar,12,626.0,1035.7612922606513,1.6545707544099861,3901,6.231629392971246,0,0.0,0.0,0.5584735328871551,0.0,0.5843973394276826,0.0,28.442152775168307,MIXED,mixed
Assam,Nagaon,12,590.1666666666666,975.7725921110675,1.6533847931845258,3677,6.230443377576956,0,0.0,0.0,0.557985659055914,0.0,0.5842530724494409,0.0,28.424631220666242,MIXED,mixed
Odisha,Dhenkanal,12,72.08333333333333,29.296162743867182,0.40642075482821527,100,1.3872832369942198,1,0.08333333333333333,277.0314368341132,0.04501684544525864,0.5,0.0,0.5725908635491515,28.16527695208655,MIXED,mixed
Chhattisgarh,Surguja,12,93.0,34.2504147287432,0.36828402934132476,133,1.4301075268817205,2,0.16666666666666666,39.00317193805456,0.029328381122107484,1.0,0.00033995373347336786,0.0806148939498864,27.90202285707985,SPIKY,spike_freq
Maharashtra,Palghar,12,407.5,657.5831091615306,1.6137008813779892,2479,6.083435582822086,0,0.0,0.0,0.541660722223203,0.0,0.5663710361543262,0.0,27.577242389782615,MIXED,mixed
Rajasthan,Alwar,12,971.4166666666666,1552.1797844751532,1.5978517125934493,5885,6.058162477481342,0,0.0,0.0,0.5351407833492342,0.0,0.5632968142210808,0.0,27.32015978489864,MIXED,mixed
Uttar Pradesh,Azamgarh,12,834.25,1331.307909538586,1.5958140959407685,5045,6.04734791729098,0,0.0,0.0,0.5343025604616707,0.0,0.5619813305206266,0.0,27.268703424262654,MIXED,mixed
Jharkhand,Khunti,12,109.5,174.76347652548208,1.5960134842509779,660,6.027397260273973,0,0.0,0.0,0.5343845836650589,0.0,0.559554531496232,0.0,27.22262813987641,MIXED,mixed
Chhattisgarh,Durg,12,160.91666666666666,255.6849831453944,1.5889279118305193,962,5.978249611600208,0,0.0,0.0,0.5314697620932467,0.0,0.5535762087898117,0.0,27.015617038593636,MIXED,mixed
Uttar Pradesh,Etawah,12,296.3333333333333,461.36641587459496,1.5569170389468898,1751,5.90888638920135,0,0.0,0.0,0.5183013153853515,0.0,0.5451388625759546,0.0,26.451816713079634,MIXED,mixed
West Bengal,Puruliya,12,421.0833333333333,124.56722050460314,0.2958255780833639,579,1.375024737779537,2,0.16666666666666666,25.83280035206284,0.0,1.0,0.0,0.05339331027019049,26.33483275675476,SPIKY,spike_freq
Uttar Pradesh,Gonda,12,631.6666666666666,965.4479255608233,1.5284136024709605,3687,5.836939313984169,0,0.0,0.0,0.5065757374671964,0.0,0.5363872163621857,0.0,25.92501645125961,MIXED,mixed
Rajasthan,Jaipur,12,1290.0,1968.8068375633918,1.5262068508243347,7508,5.82015503875969,0,0.0,0.0,0.5056679368095326,0.0,0.534345576194385,0.0,25.856949628173677,MIXED,mixed
Haryana,Mewat,12,254.58333333333334,388.6822629284124,1.5267388396533383,1479,5.80949263502455,0,0.0,0.0,0.505886783279899,0.0,0.5330486008135701,0.0,25.837575514668377,MIXED,mixed
Uttar Pradesh,Muzaffarnagar,12,480.5833333333333,728.9511092638311,1.516804805126751,2781,5.786717530778568,0,0.0,0.0,0.5018001779338557,0.0,0.5302782358718283,0.0,25.659570055452235,MIXED,mixed
Bihar,Saharsa,12,514.4166666666666,778.4699980595193,1.513306330263119,2970,5.773529888222907,0,0.0,0.0,0.5003609956919927,0.0,0.5286740903010404,0.0,25.584311676780587,MIXED,mixed
Uttar Pradesh,Sultanpur,12,462.5833333333333,698.5026138212738,1.5100038490101397,2668,5.767609439740587,0,0.0,0.0,0.4990024401617585,0.0,0.527953926619783,0.0,25.529151737248412,MIXED,mixed
West Bengal,Jalpaiguri,12,420.0,631.7552748277826,1.5041792257804347,2420,5.761904761904762,0,0.0,0.0,0.4966063405342109,0.0,0.5272600092919142,0.0,25.443390401864608,MIXED,mixed
Haryana,Gurgaon,12,264.4166666666667,397.96013010289755,1.5050493417065145,1517,5.737157264418531,0,0.0,0.0,0.4969642837631858,0.0,0.5242497223271997,0.0,25.393922959439564,MIXED,mixed
Gujarat,Kheda,12,278.3333333333333,419.6806866986838,1.5078348025102413,1588,5.705389221556887,0,0.0,0.0,0.49811015042805784,0.0,0.5203854558342295,0.0,25.351013629526324,MIXED,mixed
Dadra and Nagar Haveli and Daman and Diu,Daman,5,3.0,0.7071067811865476,0.23570226039551587,4,1.3333333333333333,1,0.2,6.147568669752314,0.0,1.0,0.0,0.012706289558931867,25.317657238973297,SPIKY,spike_freq
Jharkhand,Ranchi,12,609.9166666666666,911.1179405077871,1.4938400445543716,3461,5.6745457029648865,0,0.0,0.0,0.49235306829531755,0.0,0.5166336485246179,0.0,25.103265019351884,MIXED,mixed
Maharashtra,Pune,12,1168.6666666666667,1734.7617249709663,1.4843939460675695,6629,5.672276098117512,0,0.0,0.0,0.48846718723942806,0.0,0.516357573665295,0.0,24.981167090488743,MIXED,mixed
West Bengal,Cooch Behar,12,414.1666666666667,612.538508375126,1.4789662174047307,2348,5.669215291750502,0,0.0,0.0,0.48623435979041274,0.0,0.5159852570093078,0.0,24.90673593389854,MIXED,mixed
Maharashtra,Osmanabad,12,127.83333333333333,97.53491993158454,0.7629850320593315,408,3.1916558018252936,1,0.08333333333333333,45.446322963828244,0.191698183993149,0.5,0.21461478345024476,0.09393211690474733,24.89154411141805,SPIKY,spike_freq
Odisha,Debagarh,12,22.916666666666668,8.72257607208635,0.3806215013274043,35,1.5272727272727271,1,0.08333333333333333,204.30202132984292,0.03440369859156407,0.5,0.01215913408993895,0.42226785578901854,24.33199003427117,MIXED,mixed
Madhya Pradesh,Satna,12,414.1666666666667,302.9937993164917,0.7315745657541046,1320,3.187122736418511,1,0.08333333333333333,39.03758047490409,0.1787767290514423,0.5,0.21406338112312748,0.0806860122823518,24.161719801064617,SPIKY,spike_freq
Odisha,Mayurbhanj,12,269.1666666666667,101.52011294976644,0.37716450631492177,395,1.4674922600619194,1,0.08333333333333333,203.359625929933,0.03298158008961542,0.5,0.004887434747838781,0.4203200371515175,24.095197026433173,MIXED,mixed
Tamil Nadu,Chengalpattu,12,44.416666666666664,64.01485386339264,1.4412349837912042,245,5.5159474671669795,0,0.0,0.0,0.470712704355738,0.0,0.49734175033916195,0.0,24.06821613745538,MIXED,mixed
Odisha,Sundergarh,12,112.83333333333333,37.8629906452998,0.3355656482596733,168,1.4889217134416544,1,0.08333333333333333,208.5177123563563,0.015868883806660197,0.5,0.007494114643689661,0.4309811851963707,23.900478436982866,MIXED,mixed
Bihar,Saran,12,802.3333333333334,1144.1727725013095,1.4260566337781173,4406,5.491483174075612,0,0.0,0.0,0.46446872300640923,0.0,0.49436591237272187,0.0,23.821379937646714,MIXED,mixed
Maharashtra,Jalgaon,12,517.0833333333334,739.1551022292379,1.4294699801371238,2825,5.463336019339242,0,0.0,0.0,0.46587288557915657,0.0,0.4909420909118309,0.0,23.795028385611314,MIXED,mixed
Maharashtra,Satara,12,204.66666666666666,291.81449067806244,1.4258037003814126,1120,5.4723127035830625,0,0.0,0.0,0.464364672736763,0.0,0.4920340152803684,0.0,23.77162048771026,MIXED,mixed
West Bengal,Kolkata,12,411.1666666666667,584.8367034454743,1.4223835511442422,2253,5.47952979327118,0,0.0,0.0,0.46295771163556293,0.0,0.49291190246970557,0.0,23.746969398460998,MIXED,mixed
West Bengal,Uttar Dinajpur,12,1070.5,1517.0713113220365,1.4171614304736446,5869,5.482484820177487,0,0.0,0.0,0.46080946600655576,0.0,0.49327135210623485,0.0,23.68971102232137,MIXED,mixed
Andaman & Nicobar Islands,South Andaman,7,2.0,0.816496580927726,0.408248290463863,3,1.5,1,0.14285714285714285,10.10907054897888,0.04576864642589089,0.8571428571428571,0.008841678034150332,0.02089424038465782,23.500820391647608,SPIKY,spike_freq
Tripura,Sepahijala,12,65.41666666666667,91.87190522513926,1.404411290065823,355,5.426751592356688,0,0.0,0.0,0.4555643874018906,0.0,0.4864919591876671,0.0,23.396770805810057,MIXED,mixed
Odisha,Khordha,12,16.833333333333332,23.567440302761824,1.4000459585799105,91,5.405940594059406,0,0.0,0.0,0.45376860272449326,0.0,0.48396050820229525,0.0,23.2922682457807,MIXED,mixed
Uttar Pradesh,Baghpat,12,252.25,352.4568638983938,1.3972521859202927,1358,5.383548067393459,0,0.0,0.0,0.4526193167766875,0.0,0.48123668001857556,0.0,23.203313103672134,MIXED,mixed
Uttar Pradesh,Kaushambi,12,288.25,401.07086768935346,1.3913993675259444,1551,5.380745880312229,0,0.0,0.0,0.45021161838629525,0.0,0.4808958218268326,0.0,23.12426498812551,MIXED,mixed
West Bengal,Nadia,12,698.0833333333334,965.3260832328613,1.3828235643779796,3744,5.363256535752655,0,0.0,0.0,0.4466837543651574,0.0,0.47876841698606515,0.0,22.975880970676027,MIXED,mixed
Tripura,Gomati,12,26.5,36.78314831549904,1.3880433326603412,141,5.320754716981132,0,0.0,0.0,0.44883103228237387,0.0,0.4735984933969924,0.0,22.936900836411063,MIXED,mixed
Jammu and Kashmir,Doda,12,66.25,45.978502882028764,0.6940151378419436,191,2.883018867924528,1,0.08333333333333333,37.83810723424998,0.16332575004695327,0.5,0.1770721697185766,0.07820684447916311,22.89638700775921,SPIKY,spike_freq
Assam,Biswanath,12,54.416666666666664,75.14042409604389,1.380834746022246,290,5.329249617151608,0,0.0,0.0,0.4458656058371754,0.0,0.47463181352416745,0.0,22.86860444559861,MIXED,mixed
Uttar Pradesh,Hathras,12,262.9166666666667,362.242625455605,1.3777849462653755,1401,5.328684627575277,0,0.0,0.0,0.4446109969511853,0.0,0.47456308816081405,0.0,22.829591671751835,MIXED,mixed
Uttarakhand,Hardwar,10,4.6,2.716206504995115,0.5904796749989382,11,2.3913043478260874,1,0.1,35.837221129192244,0.12073393351693185,0.6000000000000001,0.11725998826318482,0.07407125208628769,22.818999072928847,SPIKY,spike_freq
Gujarat,Sabarkantha,12,186.33333333333334,253.13716487790614,1.3585178794878683,971,5.211091234347048,0,0.0,0.0,0.4366850230797631,0.0,0.46025902129633756,0.0,22.305731118319645,MIXED,mixed
Uttar Pradesh,Bulandshahr,12,630.75,850.0726305867796,1.3477172106013153,3299,5.230281411018629,0,0.0,0.0,0.4322419067311636,0.0,0.4625933154493998,0.0,22.219123510922902,MIXED,mixed
Rajasthan,Nagaur,12,697.4166666666666,930.1272110780756,1.3336750547182348,3630,5.204922929860198,0,0.0,0.0,0.4264653263147992,0.0,0.4595087083969631,0.0,21.98413395738324,MIXED,mixed
Gujarat,Surendra Nagar,12,243.58333333333334,325.6184209479035,1.3367844855883824,1258,5.1645569620253164,0,0.0,0.0,0.42774446590134774,0.0,0.4545985898341045,0.0,21.924305773722523,MIXED,mixed
Haryana,Rohtak,12,110.33333333333333,146.5868239975782,1.328581486382884,568,5.148036253776436,0,0.0,0.0,0.42436996379779046,0.0,0.4525890099678117,0.0,21.782879113289948,MIXED,mixed
Odisha,Nabarangapur,12,204.08333333333334,101.93710925087215,0.4994876729319991,476,2.3323805634953043,1,0.08333333333333333,86.61590811755532,0.08330217292673693,0.5,0.11009249587405302,0.17902472799800984,21.676533305233413,SPIKY,spike_freq
Arunachal Pradesh,East Kameng,12,5.333333333333333,3.498917581542075,0.6560470465391391,14,2.625,1,0.08333333333333333,35.42014833627615,0.14770665747365536,0.5,0.1456867403354316,0.07320921248028556,21.675164842925433,SPIKY,spike_freq
West Bengal,Jhargram,12,29.583333333333332,18.74449414110876,0.6336167033614228,74,2.5014084507042256,1,0.08333333333333333,41.151433753021706,0.1384793933546999,0.5,0.1306530574347275,0.08505509431782615,21.393820307281203,SPIKY,spike_freq
Rajasthan,Ajmer,12,459.5833333333333,596.0238644296862,1.2968787621316835,2325,5.058930190389846,0,0.0,0.0,0.41132828148207545,0.0,0.44175014348286973,0.0,21.174851314119657,MIXED,mixed
Maharashtra,Nagpur,12,422.75,549.3962181754208,1.299577097990351,2131,5.0408042578356005,0,0.0,0.0,0.41243830719377783,0.0,0.43954530404317677,0.0,21.16405529667687,MIXED,mixed
Madhya Pradesh,Mandsaur,12,240.58333333333334,117.13198331434295,0.4868665742196451,497,2.065812261863526,1,0.08333333333333333,91.59752512868113,0.07811017874423169,0.5,0.07766711290129977,0.18932113485662821,21.12967599176865,SPIKY,spike_freq
Jharkhand,Gumla,12,245.83333333333334,314.7445813912473,1.2803169412525315,1222,4.970847457627118,0,0.0,0.0,0.4045151759342928,0.0,0.43103575499168517,0.0,20.75617037786249,MIXED,mixed
Chhattisgarh,Kanker,12,43.0,17.25740947587968,0.4013351040902251,77,1.7906976744186047,1,0.08333333333333333,115.58954661961039,0.04292474002340242,0.5,0.044202159248951704,0.23890977526788623,20.644529767378263,SPIKY,spike_freq
Odisha,Balangir,12,145.83333333333334,47.98453033546491,0.32903677944318793,220,1.5085714285714285,1,0.08333333333333333,145.71073934003803,0.01318307572559739,0.5,0.009884307080255318,0.30116667992830454,20.62234541158064,SPIKY,spike_freq
Madhya Pradesh,Dindori,12,57.333333333333336,26.320863944556965,0.45908483624227264,102,1.7790697674418603,1,0.08333333333333333,99.08719985278366,0.06668148895693034,0.5,0.04278774000035962,0.20480139719430684,20.476234398572775,SPIKY,spike_freq
Uttar Pradesh,Jaunpur,12,589.5833333333334,740.8607350831052,1.2565835789395423,2914,4.942473498233215,0,0.0,0.0,0.39475188338198014,0.0,0.42758434499969167,0.0,20.394243401453238,MIXED,mixed
Madhya Pradesh,Balaghat,12,207.66666666666666,120.10702298240919,0.5783644766408147,509,2.4510433386837884,1,0.08333333333333333,35.26053761699784,0.11575005367977446,0.5,0.12452664241939618,0.0728793162034309,20.28501736386693,SPIKY,spike_freq
Madhya Pradesh,Jabalpur,12,355.6666666666667,190.73700758008673,0.5362802462420433,827,2.325210871602624,1,0.08333333333333333,50.88823464736667,0.09843768774512297,0.5,0.10922037415517763,0.10517989782753603,20.267035561145644,SPIKY,spike_freq
Manipur,Bishnupur,12,42.333333333333336,53.30415868704179,1.2591533548120108,205,4.8425196850393695,0,0.0,0.0,0.39580902283427993,0.0,0.4154259576274584,0.0,20.182789837577563,MIXED,mixed
Madhya Pradesh,Datia,12,250.0,311.3875106971727,1.2455500427886907,1222,4.888,0,0.0,0.0,0.39021297145257666,0.0,0.42095818565792004,0.0,20.125552856735702,MIXED,mixed
Bihar,Jehanabad,12,158.41666666666666,197.5985178143405,1.247334147171008,763,4.816412414518675,0,0.0,0.0,0.3909469059368151,0.0,0.41225026779552876,0.0,19.97341253401503,MIXED,mixed
Jammu and Kashmir,Rajouri,12,58.333333333333336,35.502454033830425,0.6086134977228073,126,2.1599999999999997,1,0.08333333333333333,34.68681344918715,0.128193720040648,0.5,0.0891241145842353,0.07169349693165471,19.920631316195514,SPIKY,spike_freq
Orissa,Dhenkanal,12,3.25,1.8647446815241833,0.5737675943151334,8,2.4615384615384617,1,0.08333333333333333,28.246482353665776,0.11385901496463972,0.5,0.12580326974464717,0.05838210243553035,19.891388404720395,SPIKY,spike_freq
Odisha,Malkangiri,12,117.75,46.4094915840597,0.39413580963108025,164,1.3927813163481952,1,0.08333333333333333,118.12887229541063,0.039963136140736114,0.5,0.0,0.2441582578883249,19.802850531430206,SPIKY,spike_freq
Madhya Pradesh,Betul,12,274.8333333333333,338.42249907296036,1.2313735563600743,1324,4.81746513038205,0,0.0,0.0,0.38438113091767184,0.0,0.412378320211448,0.0,19.779000331759118,MIXED,mixed
Chhattisgarh,Bilaspur,12,342.8333333333333,420.04130388534054,1.2252055533845616,1633,4.763247447739427,0,0.0,0.0,0.38184377372743056,0.0,0.4057832782922827,0.0,19.57097877766857,MIXED,mixed
Uttarakhand,Nainital,12,132.33333333333334,160.71846266818335,1.2144971990039044,636,4.806045340050377,0,0.0,0.0,0.37743863318335447,0.0,0.41098921628308765,0.0,19.542943321162387,MIXED,mixed
Karnataka,Bellary,12,118.58333333333333,46.54510682872013,0.39250968513326884,202,1.7034434293745608,1,0.08333333333333333,98.8408768424634,0.0392941905025563,0.5,0.03358854804974864,0.2042922769774711,19.457903600508438,SPIKY,spike_freq
Jharkhand,Hazaribagh,12,173.83333333333334,85.0345740736013,0.48917300521726537,357,2.053691275167785,1,0.08333333333333333,55.352677381345956,0.07905898491356089,0.5,0.07619271540838271,0.11440736727839712,19.25580803753441,SPIKY,spike_freq
Odisha,Koraput,12,142.33333333333334,51.35320355295778,0.3607953411214832,228,1.6018735362997658,1,0.08333333333333333,106.71412690915929,0.026247728117313657,0.5,0.021233580631299924,0.2205653436956259,19.226237048536056,SPIKY,spike_freq
Gujarat,Narmada,12,38.916666666666664,21.74002732010215,0.558630252336672,70,1.7987152034261242,1,0.08333333333333333,49.77894494731042,0.1076319032620877,0.5,0.04517741192142845,0.10288712862220672,19.20468355184637,SPIKY,spike_freq
Rajasthan,Jalor,12,475.3333333333333,559.5253399629064,1.177122033582552,2224,4.678821879382889,0,0.0,0.0,0.3620634550106422,0.0,0.395513747481997,0.0,18.772178599959204,MIXED,mixed
Odisha,Angul,12,90.33333333333333,25.68102707282463,0.2842918126142948,120,1.3284132841328413,1,0.08333333333333333,119.31124020832378,0.0,0.5,0.0,0.24660207102384693,18.665051775596172,SPIKY,spike_freq
Madhya Pradesh,Seoni,12,160.25,72.73629205436707,0.45389261812397547,247,1.5413416536661466,1,0.08333333333333333,76.185019858302,0.06454554446597173,0.5,0.013870479075556401,0.15746532887636075,18.650409137399297,SPIKY,spike_freq
Jammu and Kashmir,Samba,12,12.75,7.32523657700493,0.5745283589807788,27,2.1176470588235294,1,0.08333333333333333,19.816273651166487,0.11417197390809687,0.5,0.08397230047406946,0.04095786879610376,18.62855194662689,SPIKY,spike_freq
Bihar,Araria,12,481.5833333333333,562.5966516290712,1.168222844704768,2242,4.655476726077176,0,0.0,0.0,0.3584025584488204,0.0,0.3926740417410608,0.0,18.60555758828583,MIXED,mixed
Rajasthan,Tonk,12,231.5,269.8236798018628,1.1655450531397962,1074,4.639308855291577,0,0.0,0.0,0.35730098412917055,0.0,0.3907073810433413,0.0,18.53317714474194,MIXED,mixed
Bihar,Supaul,12,249.83333333333334,100.01621080726076,0.40033173104974284,410,1.6410940627084722,1,0.08333333333333333,81.56849342569892,0.04251197825774352,0.5,0.026004367635645242,0.1685923251987877,18.5102548304149,SPIKY,spike_freq
Tamil Nadu,Tirupattur,12,26.5,11.389788089656134,0.42980332413796735,44,1.6603773584905661,1,0.08333333333333333,71.45136928154422,0.054635830812152675,0.5,0.02834998880246717,0.14768143899562963,18.398110675304665,SPIKY,spike_freq
