month,state,district,age_0_5,age_5_17,age_18_greater,total,prev,abs_change,pct_change,z_change,severity,is_spike
2025-03-01,Assam,West Karbi Anglong,8,6,8,22,8.0,14.0,1.75,0.21077836233643601,1.802720951452383,False
2025-04-01,Assam,West Karbi Anglong,0,6,3,9,22.0,-13.0,-0.5909090909090909,0.9274247942803184,1.6345064470605228,False
2025-05-01,Assam,West Karbi Anglong,12,4,6,22,9.0,13.0,1.4444444444444444,0.1686226898691488,1.3008313306548267,False
2025-06-01,Assam,West Karbi Anglong,4,5,39,48,22.0,26.0,1.1818181818181819,0.7166464319438824,4.073927305371397,False
2025-07-01,Assam,West Karbi Anglong,2,3,0,5,48.0,-43.0,-0.8958333333333334,2.1920949682989344,4.089770851887013,False
2025-08-01,Assam,West Karbi Anglong,4,7,3,14,5.0,9.0,1.8,0.0,0.51452953820942,False
2025-09-01,Assam,West Karbi Anglong,0,3,4,7,14.0,-7.0,-0.5,0.6744907594765952,0.9663049553416787,False
2025-10-01,Assam,West Karbi Anglong,5,6,6,17,7.0,10.0,1.4285714285714286,0.0421556724672872,0.6280636182698247,False
2025-11-01,Assam,West Karbi Anglong,3,5,27,35,17.0,18.0,1.0588235294117647,0.3794010522055848,1.990792480528332,False
2025-12-01,Assam,West Karbi Anglong,3,5,16,24,35.0,-11.0,-0.3142857142857143,0.8431134493457441,1.2576741054857885,False
2025-01-01,Bihar,Araria,1186,1002,54,2242,,,,,0.0771556953452021,False
2025-02-01,Bihar,Araria,274,200,1,475,2242.0,-1767.0,-0.788135593220339,10.448361487077257,57.75994825854936,False
2025-03-01,Bihar,Araria,151,120,2,273,475.0,-202.0,-0.42526315789473684,0.6744907594765952,2.283484851818741,False
2025-04-01,Bihar,Araria,104,68,0,172,273.0,-101.0,-0.36996336996337,0.04371699366977932,0.3480621916928752,False
2025-05-01,Bihar,Araria,242,135,1,378,172.0,206.0,1.197674418604651,1.873585442990542,15.206453818701466,False
2025-06-01,Bihar,Araria,259,130,1,390,378.0,12.0,0.031746031746031744,0.6620001898566582,0.5992015434830805,False
2025-07-01,Bihar,Araria,101,56,0,157,390.0,-233.0,-0.5974358974358974,0.8680945885856178,3.418182750623802,False
2025-08-01,Bihar,Araria,250,159,1,410,157.0,253.0,1.6114649681528663,2.1671138290590606,23.3526586528483,False
2025-09-01,Bihar,Araria,185,91,2,278,410.0,-132.0,-0.32195121951219513,0.237320822778802,0.8015068866512693,False
2025-10-01,Bihar,Araria,265,137,2,404,278.0,126.0,0.45323741007194246,1.3739626581930642,4.8958774152302365,False
2025-11-01,Bihar,Araria,202,107,1,310,404.0,-94.0,-0.23267326732673269,0.0,0.1909475661873488,False
2025-12-01,Bihar,Araria,177,112,1,290,310.0,-20.0,-0.06451612903225806,0.4621510759376671,0.5246854958642434,False
2025-01-01,Bihar,Arwal,109,657,23,789,,,,,0.06672032945461069,False
2025-02-01,Bihar,Arwal,19,118,0,137,789.0,-652.0,-0.826362484157161,14.745763500281427,67.76234383664128,False
2025-03-01,Bihar,Arwal,8,52,0,60,137.0,-77.0,-0.5620437956204379,1.3722398210041076,4.006816297210663,False
2025-04-01,Bihar,Arwal,12,47,0,59,60.0,-1.0,-0.016666666666666666,0.3953911348655903,0.23663523324116256,False
2025-05-01,Bihar,Arwal,13,57,0,70,59.0,11.0,0.1864406779661017,0.6744907594765952,0.9456570231159839,False
2025-06-01,Bihar,Arwal,16,78,0,94,70.0,24.0,0.34285714285714286,0.9768486861385173,2.1716989539179217,False
2025-07-01,Bihar,Arwal,12,27,0,39,94.0,-55.0,-0.5851063829787234,0.8605571758839319,2.4275920022545137,False
2025-08-01,Bihar,Arwal,42,115,0,157,39.0,118.0,3.0256410256410255,3.1631290789247224,51.63528051482797,True
2025-09-01,Bihar,Arwal,25,95,0,120,157.0,-37.0,-0.2356687898089172,0.44190773896742447,0.8723615655179836,False
2025-10-01,Bihar,Arwal,24,78,0,102,120.0,-18.0,-0.15,0.0,0.1158682247057409,False
2025-11-01,Bihar,Arwal,17,66,0,83,102.0,-19.0,-0.18627450980392157,0.023258302050917078,0.15634451662219523,False
2025-12-01,Bihar,Arwal,20,66,0,86,83.0,3.0,0.03614457831325301,0.48842434306925864,0.3577674009093375,False
2025-01-01,Bihar,Aurangabad,50,207,1,258,,,,,0.05556828061699538,False
2025-02-01,Bihar,Aurangabad,133,411,1,545,258.0,287.0,1.1124031007751938,3.1797421518182345,25.06154220944376,True
2025-03-01,Bihar,Aurangabad,58,181,2,241,545.0,-304.0,-0.5577981651376147,2.5148869746198765,9.441345335080173,False
2025-04-01,Bihar,Aurangabad,22,106,0,128,241.0,-113.0,-0.46887966804979253,0.6744907594765952,2.1411946911850297,False
2025-05-01,Bihar,Aurangabad,86,257,0,343,128.0,215.0,1.6796875,2.485980227785165,26.880015309060745,False
2025-06-01,Bihar,Aurangabad,70,216,1,287,343.0,-56.0,-0.16326530612244897,0.12526256961708196,0.3358351852898113,False
2025-07-01,Bihar,Aurangabad,52,117,0,169,287.0,-118.0,-0.41114982578397213,0.7226686708677805,2.159638925238919,False
2025-08-01,Bihar,Aurangabad,110,275,0,385,169.0,216.0,1.2781065088757397,2.495615810063402,21.304238977346518,False
2025-09-01,Bihar,Aurangabad,80,202,0,282,385.0,-103.0,-0.2675324675324675,0.5781349366942244,1.4070520275271745,False
2025-10-01,Bihar,Aurangabad,85,205,1,291,282.0,9.0,0.031914893617021274,0.5010502784683278,0.45009552367291134,False
2025-11-01,Bihar,Aurangabad,79,174,0,253,291.0,-38.0,-0.13058419243986255,0.04817791139118537,0.18919678016792624,False
2025-12-01,Bihar,Aurangabad,63,147,0,210,253.0,-43.0,-0.16996047430830039,0.0,0.14447901601439342,False
2025-05-01,Bihar,Aurangabad(BH),0,1,0,1,,,,0.0,0.006931471805599454,False
2025-01-01,Bihar,Aurangabad(bh),0,1,0,1,,,,,0.006931471805599454,False
2025-02-01,Bihar,Aurangabad(bh),1,0,0,1,1.0,0.0,0.0,0.22483025315886507,0.022515517413764057,False
2025-03-01,Bihar,Aurangabad(bh),1,4,0,5,1.0,4.0,4.0,1.1241512657943253,8.992876951243417,False
2025-04-01,Bihar,Aurangabad(bh),2,0,0,2,5.0,-3.0,-0.6,0.44966050631773014,0.4227046507853354,False
2025-05-01,Bihar,Aurangabad(bh),3,4,0,7,2.0,5.0,2.5,1.3489815189531904,7.833988145457792,False
2025-06-01,Bihar,Aurangabad(bh),1,2,0,3,7.0,-4.0,-0.5714285714285714,0.6744907594765952,0.720894173032681,False
2025-07-01,Bihar,Aurangabad(bh),0,1,0,1,3.0,-2.0,-0.6666666666666666,0.22483025315886507,0.17261896683885775,False
2025-08-01,Bihar,Aurangabad(bh),3,3,0,6,1.0,5.0,5.0,1.3489815189531904,14.379898001975445,False
2025-10-01,Bihar,Aurangabad(bh),2,0,0,2,6.0,-4.0,-0.6666666666666666,0.6744907594765952,0.6523298837960116,False
2025-11-01,Bihar,Aurangabad(bh),2,2,0,4,2.0,2.0,1.0,0.6744907594765952,1.3711442702446635,False
2025-12-01,Bihar,Aurangabad(bh),0,1,0,1,4.0,-3.0,-0.75,0.44966050631773014,0.3238462856863936,False
2025-01-01,Bihar,Banka,622,887,47,1556,,,,,0.07350516171834,False
2025-02-01,Bihar,Banka,316,216,0,532,1556.0,-1024.0,-0.6580976863753213,10.334939056496216,49.66751924640085,False
2025-03-01,Bihar,Banka,97,73,0,170,532.0,-362.0,-0.6804511278195489,3.133118366600958,12.97391273746556,False
2025-04-01,Bihar,Banka,36,45,1,82,170.0,-88.0,-0.5176470588235295,0.15230436504310213,0.6886102426268449,False
2025-05-01,Bihar,Banka,177,163,0,340,82.0,258.0,3.1463414634146343,3.6117892281649935,70.27264000529009,True
2025-06-01,Bihar,Banka,129,137,0,266,340.0,-74.0,-0.21764705882352942,0.0,0.17747731032565497,False
2025-07-01,Bihar,Banka,84,46,0,130,266.0,-136.0,-0.5112781954887218,0.6744907594765952,2.3080613237310033,False
2025-08-01,Bihar,Banka,219,155,0,374,130.0,244.0,1.876923076923077,3.4594848631218915,41.7067576376247,True
2025-09-01,Bihar,Banka,156,148,1,305,374.0,-69.0,-0.18449197860962566,0.05439441608682219,0.25140259701670575,False
2025-10-01,Bihar,Banka,200,144,1,345,305.0,40.0,0.13114754098360656,1.240192686779546,1.811122923106851,False
2025-11-01,Bihar,Banka,136,88,1,225,345.0,-120.0,-0.34782608695652173,0.5004286279987642,1.4575146627875264,False
2025-12-01,Bihar,Banka,93,89,0,182,225.0,-43.0,-0.19111111111111112,0.3372453797382976,0.6630998031098047,False
2025-01-01,Bihar,Begusarai,516,502,14,1032,,,,,0.0694022246911964,False
2025-02-01,Bihar,Begusarai,316,218,1,535,1032.0,-497.0,-0.48158914728682173,1.6134125553389012,6.262153183606479,False
2025-03-01,Bihar,Begusarai,157,110,2,269,535.0,-266.0,-0.497196261682243,0.7281434335258699,2.7687788682481633,False
2025-04-01,Bihar,Begusarai,113,63,0,176,269.0,-93.0,-0.34572490706319703,0.06514967563126203,0.3810232341170039,False
2025-05-01,Bihar,Begusarai,168,108,0,276,176.0,100.0,0.5681818181818182,0.6744907594765952,2.910432680374885,False
2025-06-01,Bihar,Begusarai,197,119,1,317,276.0,41.0,0.14855072463768115,0.44838306169750936,0.7853734079557572,False
2025-07-01,Bihar,Begusarai,33,22,0,55,317.0,-262.0,-0.8264984227129337,0.7128140980832199,3.031375541914097,False
2025-08-01,Bihar,Begusarai,207,126,3,336,55.0,281.0,5.109090909090909,1.368143188256503,44.51019779654701,False
2025-09-01,Bihar,Begusarai,155,103,2,260,336.0,-76.0,-0.2261904761904762,0.0,0.18150935614362124,False
2025-10-01,Bihar,Begusarai,220,148,1,369,260.0,109.0,0.41923076923076924,0.7089817642225575,2.48395643354595,False
2025-11-01,Bihar,Begusarai,154,101,0,255,369.0,-114.0,-0.3089430894308943,0.14562868670517398,0.5570028378675105,False
2025-12-01,Bihar,Begusarai,182,113,2,297,255.0,42.0,0.16470588235294117,0.4522153955581718,0.8327707234894763,False
2025-01-01,Bihar,Bhabua,0,1,0,1,,,,,0.006931471805599454,False
2025-02-01,Bihar,Bhabua,1,2,0,3,1.0,2.0,2.0,1.3489815189531904,4.2183013090926575,False
2025-03-01,Bihar,Bhabua,1,1,0,2,3.0,-1.0,-0.3333333333333333,0.6744907594765952,0.36870819518905007,False
2025-04-01,Bihar,Bhabua,1,0,0,1,2.0,-1.0,-0.5,0.6744907594765952,0.3221016517805596,False
2025-06-01,Bihar,Bhabua,0,1,0,1,1.0,0.0,0.0,0.0,0.006931471805599454,False
2025-08-01,Bihar,Bhabua,0,1,0,1,1.0,0.0,0.0,0.0,0.006931471805599454,False
2025-09-01,Bihar,Bhabua,1,2,0,3,1.0,2.0,2.0,1.3489815189531904,4.2183013090926575,False
2025-10-01,Bihar,Bhabua,1,0,0,1,3.0,-2.0,-0.6666666666666666,1.3489815189531904,0.7700073818185009,False
2025-11-01,Bihar,Bhabua,0,1,0,1,1.0,0.0,0.0,0.0,0.006931471805599454,False
2025-01-01,Bihar,Bhagalpur,3880,4681,277,8838,,,,,0.0908692902706095,False
2025-02-01,Bihar,Bhagalpur,363,288,1,652,8838.0,-8186.0,-0.9262276533152297,107.38950915588143,714.974390746899,True
2025-03-01,Bihar,Bhagalpur,144,147,2,293,652.0,-359.0,-0.5506134969325154,3.875015539738086,14.698866950460873,False
2025-04-01,Bihar,Bhagalpur,76,75,1,152,293.0,-141.0,-0.4812286689419795,0.9918981757008752,3.192529815649956,False
2025-05-01,Bihar,Bhagalpur,206,170,0,376,152.0,224.0,1.4736842105263157,3.835339612710051,36.738286547701804,True
2025-06-01,Bihar,Bhagalpur,131,170,0,301,376.0,-75.0,-0.19946808510638298,0.11902778108410503,0.3745573592152375,False
2025-07-01,Bihar,Bhagalpur,89,133,1,223,301.0,-78.0,-0.2591362126245847,0.15870370811214005,0.5027953307489542,False
2025-08-01,Bihar,Bhagalpur,257,208,0,465,223.0,242.0,1.0852017937219731,4.073395174878261,30.391080312394653,True
2025-09-01,Bihar,Bhagalpur,192,199,18,409,465.0,-56.0,-0.12043010752688173,0.13225309009345004,0.3080006167953701,False
2025-10-01,Bihar,Bhagalpur,226,167,1,394,409.0,-15.0,-0.03667481662591687,0.6744907594765952,0.6328852819748361,False
2025-11-01,Bihar,Bhagalpur,174,154,0,328,394.0,-66.0,-0.16751269035532995,0.0,0.15505190023621074,False
2025-12-01,Bihar,Bhagalpur,121,164,0,285,328.0,-43.0,-0.13109756097560976,0.30418210721493505,0.5283007383760943,False
2025-01-01,Bihar,Bhojpur,240,837,16,1093,,,,,0.06997595982981927,False
2025-02-01,Bihar,Bhojpur,120,389,1,510,1093.0,-583.0,-0.5333943275388838,2.856666746018521,11.679073500068244,False
2025-03-01,Bihar,Bhojpur,65,208,0,273,510.0,-237.0,-0.4647058823529412,0.8955423529185046,3.1556367598681803,False
2025-04-01,Bihar,Bhojpur,31,114,2,147,273.0,-126.0,-0.46153846153846156,0.2663955100453779,1.0281522939162329,False
2025-05-01,Bihar,Bhojpur,58,266,2,326,147.0,179.0,1.217687074829932,1.4623413104618619,11.919657552588532,False
2025-06-01,Bihar,Bhojpur,51,238,0,289,326.0,-37.0,-0.11349693251533742,0.23805556216821008,0.40921699658285665,False
2025-07-01,Bihar,Bhojpur,24,102,3,129,289.0,-160.0,-0.5536332179930796,0.45910715561011944,1.7788453778402806,False
2025-08-01,Bihar,Bhojpur,96,264,4,364,129.0,235.0,1.821705426356589,1.779748726686142,21.312336844683397,False
2025-09-01,Bihar,Bhojpur,59,200,1,260,364.0,-104.0,-0.2857142857142857,0.14169973938583932,0.5187637795848735,False
2025-10-01,Bihar,Bhojpur,113,268,2,383,260.0,123.0,0.47307692307692306,1.1449338942375817,4.245443593558179,False
2025-11-01,Bihar,Bhojpur,82,222,0,304,383.0,-79.0,-0.206266318537859,0.0,0.1751938828710312,False
2025-12-01,Bihar,Bhojpur,56,285,3,344,304.0,40.0,0.13157894736842105,0.6744907594765952,1.0480733197768461,False
2025-01-01,Bihar,Buxar,39,108,1,148,,,,,0.0500394630594546,False
2025-02-01,Bihar,Buxar,75,140,0,215,148.0,67.0,0.4527027027027027,0.8038451517049833,2.6852614933656413,False
2025-03-01,Bihar,Buxar,32,147,2,181,215.0,-34.0,-0.15813953488372093,0.12935439222838813,0.3081054855493796,False
2025-04-01,Bihar,Buxar,20,79,0,99,181.0,-82.0,-0.4530386740331492,0.5728551655828616,1.7136525749051414,False
2025-05-01,Bihar,Buxar,52,114,3,169,99.0,70.0,0.7070707070707071,0.8315639500396379,3.861288301234471,False
2025-06-01,Bihar,Buxar,38,109,1,148,169.0,-21.0,-0.1242603550295858,0.009239599444884866,0.1225872338164901,False
2025-07-01,Bihar,Buxar,12,26,0,38,148.0,-110.0,-0.7432432432432432,0.8315639500396379,2.877855921578547,False
2025-08-01,Bihar,Buxar,58,115,2,175,38.0,137.0,3.6052631578947367,1.4506171128469239,29.706728626014367,False
2025-09-01,Bihar,Buxar,43,93,0,136,175.0,-39.0,-0.22285714285714286,0.17555238945281246,0.4377014643419561,False
2025-10-01,Bihar,Buxar,66,123,0,189,136.0,53.0,0.3897058823529412,0.6744907594765952,1.990052885774957,False
2025-11-01,Bihar,Buxar,46,120,3,169,189.0,-20.0,-0.10582010582010581,0.0,0.10570505777844191,False
2025-12-01,Bihar,Buxar,74,157,2,233,169.0,64.0,0.378698224852071,0.7761263533703288,2.287962385542817,False
2025-01-01,Bihar,Darbhanga,444,297,10,751,,,,,0.06622736323949842,False
2025-02-01,Bihar,Darbhanga,366,224,2,592,751.0,-159.0,-0.21171770972037285,0.6958354037638292,1.5840134178872134,False
2025-03-01,Bihar,Darbhanga,240,146,0,386,592.0,-206.0,-0.34797297297297297,0.896475060063829,2.6598044076807903,False
2025-04-01,Bihar,Darbhanga,136,117,0,253,386.0,-133.0,-0.344559585492228,0.5848432534702123,1.6858615341193388,False
2025-05-01,Bihar,Darbhanga,233,127,2,362,253.0,109.0,0.4308300395256917,0.4482375300319145,1.7153947109561474,False
2025-06-01,Bihar,Darbhanga,234,141,1,376,362.0,14.0,0.03867403314917127,0.04268928857446805,0.11738311005912341,False
2025-07-01,Bihar,Darbhanga,77,64,0,141,376.0,-235.0,-0.625,1.0202739969297863,4.025116034786016,False
2025-08-01,Bihar,Darbhanga,319,176,2,497,141.0,356.0,2.524822695035461,1.5026629578212753,26.126169254652456,False
2025-09-01,Bihar,Darbhanga,328,173,0,501,497.0,4.0,0.008048289738430584,0.0,0.0671909107499891,False
2025-10-01,Bihar,Darbhanga,407,252,4,663,501.0,162.0,0.32335329341317365,0.6744907594765952,2.1306776349757675,False
2025-11-01,Bihar,Darbhanga,252,140,2,394,663.0,-269.0,-0.4057315233785822,1.1654175780829776,3.8262570580226645,False
2025-12-01,Bihar,Darbhanga,261,203,3,467,394.0,73.0,0.18527918781725888,0.2945560911638295,0.6920632370684687,False
2025-01-01,Bihar,East Champaran,3104,5536,354,8994,,,,,0.09104424146384636,False
2025-02-01,Bihar,East Champaran,242,454,14,710,8994.0,-8284.0,-0.9210584834334,20.01483385538424,134.8690878632632,False
2025-03-01,Bihar,East Champaran,176,339,12,527,710.0,-183.0,-0.2577464788732394,0.0,0.22427471212132258,False
2025-04-01,Bihar,East Champaran,126,206,10,342,527.0,-185.0,-0.3510436432637571,0.004941324245249782,0.2763179795340405,False
2025-05-01,Bihar,East Champaran,212,412,10,634,342.0,292.0,0.8538011695906432,1.1735645082468231,7.839394583152357,False
2025-06-01,Bihar,East Champaran,192,511,21,724,634.0,90.0,0.14195583596214512,0.6744907594765952,1.2341995614315184,False
2025-07-01,Bihar,East Champaran,80,239,6,325,724.0,-399.0,-0.5511049723756906,0.5336630184869764,2.3875647310944186,False
2025-08-01,Bihar,East Champaran,300,566,16,882,325.0,557.0,1.7138461538461538,1.8282899707424192,23.72550302480911,False
2025-09-01,Bihar,East Champaran,236,402,5,643,882.0,-239.0,-0.2709750566893424,0.1383570788669939,0.5719032255025112,False
2025-10-01,Bihar,East Champaran,311,429,22,762,643.0,119.0,0.18506998444790046,0.7461399610327171,1.6009670729134886,False
2025-11-01,Bihar,East Champaran,157,333,12,502,762.0,-260.0,-0.34120734908136485,0.1902409834421166,0.7965867245641858,False
2025-12-01,Bihar,East Champaran,178,411,14,603,502.0,101.0,0.20119521912350596,0.701668042825469,1.5461979444325233,False
2025-01-01,Bihar,Gaya,2054,7564,225,9843,,,,,0.09194617411510948,False
2025-02-01,Bihar,Gaya,175,504,0,679,9843.0,-9164.0,-0.931016966372041,49.82457756588898,335.712246822472,True
2025-03-01,Bihar,Gaya,89,310,3,402,679.0,-277.0,-0.40795287187039764,1.0912492775271745,3.62994746503878,False
2025-04-01,Bihar,Gaya,50,180,0,230,402.0,-172.0,-0.42786069651741293,0.5154644828520322,1.7681300022751092,False
2025-05-01,Bihar,Gaya,148,386,2,536,230.0,306.0,1.3304347826086957,2.1057272490976633,19.833260463958478,False
2025-06-01,Bihar,Gaya,127,449,5,581,536.0,45.0,0.08395522388059702,0.6744907594765952,0.9070413650741302,False
2025-07-01,Bihar,Gaya,66,224,7,297,581.0,-284.0,-0.48881239242685026,1.1296349305055173,4.124834039527219,False
2025-08-01,Bihar,Gaya,138,456,1,595,297.0,298.0,1.0033670033670035,2.0618579314081287,15.24278616943214,False
2025-09-01,Bihar,Gaya,143,369,5,517,595.0,-78.0,-0.13109243697478992,0.0,0.14443220097658468,False
2025-10-01,Bihar,Gaya,179,350,5,534,517.0,17.0,0.03288201160541586,0.5209481475632239,0.5183676643329596,False
2025-11-01,Bihar,Gaya,89,288,4,381,534.0,-153.0,-0.28651685393258425,0.41127485333938735,1.1749123068527714,False
2025-12-01,Bihar,Gaya,88,330,5,423,381.0,42.0,0.11023622047244094,0.6580397653430198,0.9641303836121448,False
2025-01-01,Bihar,Gopalganj,1918,3797,129,5844,,,,,0.08673341873906171,False
2025-02-01,Bihar,Gopalganj,121,215,0,336,5844.0,-5508.0,-0.9425051334702259,33.01391378080977,200.91755698961472,False
2025-03-01,Bihar,Gopalganj,82,113,1,196,336.0,-140.0,-0.4166666666666667,0.6865352373243916,2.14697004761829,False
2025-04-01,Bihar,Gopalganj,53,83,0,136,196.0,-60.0,-0.30612244897959184,0.20475612341253782,0.6089376908766992,False
2025-05-01,Bihar,Gopalganj,78,150,2,230,136.0,94.0,0.6911764705882353,0.7226686708677805,3.5423395893993543,False
2025-06-01,Bihar,Gopalganj,78,155,4,237,230.0,7.0,0.030434782608695653,0.19873388448863966,0.21322860982423628,False
2025-07-01,Bihar,Gopalganj,24,63,0,87,237.0,-150.0,-0.6329113924050633,0.7467576265633733,2.7786276653544664,False
2025-08-01,Bihar,Gopalganj,115,168,0,283,87.0,196.0,2.2528735632183907,1.336937041105394,19.098793114367734,False
2025-09-01,Bihar,Gopalganj,98,159,0,257,283.0,-26.0,-0.09187279151943463,0.0,0.1065461856753512,False
2025-10-01,Bihar,Gopalganj,136,183,3,322,257.0,65.0,0.2529182879377432,0.5480237420747336,1.321345790725168,False
2025-11-01,Bihar,Gopalganj,89,169,4,262,322.0,-60.0,-0.18633540372670807,0.20475612341253782,0.4862399108930193,False
2025-12-01,Bihar,Gopalganj,118,229,1,348,262.0,86.0,0.3282442748091603,0.6744907594765952,1.9419589274787314,False
2025-01-01,Bihar,Jamui,1660,1458,66,3184,,,,,0.08066207568006266,False
2025-02-01,Bihar,Jamui,146,163,1,310,3184.0,-2874.0,-0.9026381909547738,30.341205293229418,175.1871754986111,False
2025-03-01,Bihar,Jamui,84,78,2,164,310.0,-146.0,-0.47096774193548385,0.6636118762592308,2.226180731620165,False
2025-04-01,Bihar,Jamui,35,44,0,79,164.0,-85.0,-0.5182926829268293,0.0,0.27093750046093384,False
2025-05-01,Bihar,Jamui,113,102,0,215,79.0,136.0,1.7215189873417722,2.404233191037541,24.519377104823,False
2025-06-01,Bihar,Jamui,124,158,4,286,215.0,71.0,0.3302325581395349,1.6971057819088524,4.3757612077258345,False
2025-07-01,Bihar,Jamui,74,72,1,147,286.0,-139.0,-0.486013986013986,0.5874596937376797,2.0131819105897035,False
2025-08-01,Bihar,Jamui,180,188,1,369,147.0,222.0,1.510204081632653,3.3398171477308827,32.75375545734823,True
2025-09-01,Bihar,Jamui,126,137,2,265,369.0,-104.0,-0.28184281842818426,0.20669878112992432,0.6538873118961005,False
2025-10-01,Bihar,Jamui,104,134,4,242,265.0,-23.0,-0.08679245283018867,0.6744907594765952,0.7946758633610149,False
2025-11-01,Bihar,Jamui,61,77,1,139,242.0,-103.0,-0.4256198347107438,0.19581989791255988,0.7683700792042607,False
2025-12-01,Bihar,Jamui,68,78,2,148,139.0,9.0,0.06474820143884892,1.0226150224322572,0.9254738938418842,False
2025-01-01,Bihar,Jehanabad,116,589,58,763,,,,,0.06638567789166522,False
2025-02-01,Bihar,Jehanabad,33,198,4,235,763.0,-528.0,-0.6920052424639581,8.910377927822388,38.99136017462723,False
2025-03-01,Bihar,Jehanabad,13,55,4,72,235.0,-163.0,-0.6936170212765957,2.4317166854814087,8.620448835776935,False
2025-04-01,Bihar,Jehanabad,8,24,0,32,72.0,-40.0,-0.5555555555555556,0.24849659559664034,0.7988081990809974,False
2025-05-01,Bihar,Jehanabad,21,85,1,107,32.0,75.0,2.34375,1.7927254396614767,21.656485338724156,False
2025-06-01,Bihar,Jehanabad,13,68,0,81,107.0,-26.0,-0.24299065420560748,0.0,0.15114635175196084,False
2025-07-01,Bihar,Jehanabad,6,59,0,65,81.0,-16.0,-0.19753086419753085,0.17749756828331453,0.34591503665310697,False
2025-08-01,Bihar,Jehanabad,28,121,3,152,65.0,87.0,1.3384615384615384,2.005722521601454,15.237200779992989,False
2025-09-01,Bihar,Jehanabad,25,90,0,115,152.0,-37.0,-0.24342105263157895,0.19524732511164597,0.481986223453803,False
2025-10-01,Bihar,Jehanabad,26,107,1,134,115.0,19.0,0.16521739130434782,0.7987390572749153,1.1692273210127766,False
2025-11-01,Bihar,Jehanabad,13,55,2,70,134.0,-64.0,-0.47761194029850745,0.6744907594765952,1.9069316266720178,False
2025-12-01,Bihar,Jehanabad,11,63,1,75,70.0,5.0,0.07142857142857142,0.5502424616782751,0.4827474356674222,False
2025-01-01,Bihar,Kaimur (Bhabua),885,1867,54,2806,,,,,0.07939871576361884,False
2025-02-01,Bihar,Kaimur (Bhabua),86,136,0,222,2806.0,-2584.0,-0.9208838203848895,123.91358809812877,684.5666853465036,True
2025-03-01,Bihar,Kaimur (Bhabua),54,94,0,148,222.0,-74.0,-0.3333333333333333,2.987030506253493,6.693845122513514,False
2025-04-01,Bihar,Kaimur (Bhabua),56,74,0,130,148.0,-18.0,-0.12162162162162163,0.2890674683471122,0.4203676102132438,False
2025-05-01,Bihar,Kaimur (Bhabua),61,65,0,126,130.0,-4.0,-0.03076923076923077,0.385423291129483,0.30750139270804927,False
2025-06-01,Bihar,Kaimur (Bhabua),62,65,1,128,126.0,2.0,0.015873015873015872,0.6744907594765952,0.4361321038057984,False
2025-07-01,Bihar,Kaimur (Bhabua),21,25,0,46,128.0,-82.0,-0.640625,3.372453797382976,9.901756060719382,False
2025-08-01,Bihar,Kaimur (Bhabua),71,102,0,173,46.0,127.0,2.760869565217391,6.696729683374767,100.31554531759078,True
2025-09-01,Bihar,Kaimur (Bhabua),75,78,0,153,173.0,-20.0,-0.11560693641618497,0.385423291129483,0.5271706259268848,False
2025-10-01,Bihar,Kaimur (Bhabua),63,98,1,162,153.0,9.0,0.058823529411764705,1.0117361392148927,0.899402746611705,False
2025-11-01,Bihar,Kaimur (Bhabua),77,68,5,150,162.0,-12.0,-0.07407407407407407,0.0,0.08733783419640795,False
2025-12-01,Bihar,Kaimur (Bhabua),48,101,0,149,150.0,-1.0,-0.006666666666666667,0.5299570253030391,0.3366917231730449,False
2025-01-01,Bihar,Katihar,951,792,48,1791,,,,,0.07491087593534877,False
2025-02-01,Bihar,Katihar,320,151,2,473,1791.0,-1318.0,-0.7359017308766053,8.782286899164328,45.74523302214927,False
2025-03-01,Bihar,Katihar,224,96,1,321,473.0,-152.0,-0.321353065539112,0.6744907594765952,1.884432825920899,False
2025-04-01,Bihar,Katihar,135,58,0,193,321.0,-128.0,-0.3987538940809969,0.5076064478535202,1.5964037752969686,False
2025-05-01,Bihar,Katihar,287,123,3,413,193.0,220.0,1.1398963730569949,1.912216070681069,15.03417048448578,False
2025-06-01,Bihar,Katihar,299,153,3,455,413.0,42.0,0.1016949152542373,0.6744907594765952,0.9563997942470577,False
2025-07-01,Bihar,Katihar,126,58,3,187,455.0,-268.0,-0.589010989010989,1.4810982656547915,5.704548873221448,False
2025-08-01,Bihar,Katihar,389,160,4,553,187.0,366.0,1.9572192513368984,2.927428966388109,39.34383958642857,False
2025-09-01,Bihar,Katihar,343,153,2,498,553.0,-55.0,-0.09945750452079566,0.0,0.12391509084292812,False
2025-10-01,Bihar,Katihar,336,143,2,481,498.0,-17.0,-0.03413654618473896,0.26423349340320224,0.30183595649850364,False
2025-11-01,Bihar,Katihar,223,122,2,347,481.0,-134.0,-0.2785862785862786,0.5493275257592889,1.4386264035066367,False
2025-12-01,Bihar,Katihar,192,130,3,325,347.0,-22.0,-0.06340057636887608,0.22946592848172828,0.31153717266528047,False
2025-01-01,Bihar,Khagaria,95,152,2,249,,,,,0.05521460917862247,False
2025-02-01,Bihar,Khagaria,134,157,1,292,249.0,43.0,0.17269076305220885,0.46149367753661774,0.8697147405393396,False
2025-03-01,Bihar,Khagaria,97,89,2,188,292.0,-104.0,-0.3561643835616438,1.2779824916398645,3.294891587554955,False
2025-04-01,Bihar,Khagaria,60,63,1,124,188.0,-64.0,-0.3404255319148936,0.8046556428843591,1.9237616648718838,False
