state,district,pincode,months,mean,std,cov,max_total,peak_factor,spike_months,spike_freq,severity_metric,cov_norm,spike_norm,peak_norm,severity_norm,instability_score
Gujarat,Mahesana,384170,11,4.909090909090909,4.109855117994926,0.8371927092211887,13,2.648148148148148,0,0.0,0.0,0.26393277427003486,0.0,0.19807487229535112,0.0,11.879480674008068
Maharashtra,Solapur,413248,10,3.3,2.7100635498903793,0.8212313787546605,9,2.7272727272727275,0,0.0,0.0,0.2558472006541259,0.0,0.2099948710122289,0.0,11.875313439868357
Bihar,Muzaffarpur,843146,10,3.3,2.7100635498903793,0.8212313787546605,9,2.7272727272727275,0,0.0,0.0,0.2558472006541259,0.0,0.2099948710122289,0.0,11.875313439868357
Madhya Pradesh,Khandwa,450116,11,7.636363636363637,6.037759969934665,0.7906590436819204,22,2.880952380952381,0,0.0,0.0,0.24036009158391058,0.0,0.23314647946233485,0.0,11.873732336764014
West Bengal,Cooch Behar,736174,5,2.0,1.7320508075688772,0.8660254037844386,5,2.5,0,0.0,0.0,0.27853862902162085,0.0,0.17575657682545243,0.0,11.871290407157673
Gujarat,Ahmadabad,380028,7,2.0,1.7320508075688772,0.8660254037844386,5,2.5,0,0.0,0.0,0.27853862902162085,0.0,0.17575657682545243,0.0,11.871290407157673
Kerala,Ernakulam,682507,5,2.0,1.7320508075688772,0.8660254037844386,5,2.5,0,0.0,0.0,0.27853862902162085,0.0,0.17575657682545243,0.0,11.871290407157673
Gujarat,Mahesana,384160,5,2.0,1.7320508075688772,0.8660254037844386,5,2.5,0,0.0,0.0,0.27853862902162085,0.0,0.17575657682545243,0.0,11.871290407157673
Andhra Pradesh,Nellore,524415,5,2.0,1.7320508075688772,0.8660254037844386,5,2.5,0,0.0,0.0,0.27853862902162085,0.0,0.17575657682545243,0.0,11.871290407157673
Maharashtra,Sangli,416411,5,2.0,1.7320508075688774,0.8660254037844387,5,2.5,0,0.0,0.0,0.27853862902162085,0.0,0.17575657682545243,0.0,11.871290407157673
Tamil Nadu,Kanyakumari,629004,5,2.0,1.7320508075688772,0.8660254037844386,5,2.5,0,0.0,0.0,0.27853862902162085,0.0,0.17575657682545243,0.0,11.871290407157673
Rajasthan,Kota,326501,5,2.0,1.7320508075688774,0.8660254037844387,5,2.5,0,0.0,0.0,0.27853862902162085,0.0,0.17575657682545243,0.0,11.871290407157673
Punjab,Shaheed Bhagat Singh Nagar,144533,7,2.0,1.7320508075688772,0.8660254037844386,5,2.5,0,0.0,0.0,0.27853862902162085,0.0,0.17575657682545243,0.0,11.871290407157673
Gujarat,Bhavnagar,364525,5,2.0,1.7320508075688774,0.8660254037844387,5,2.5,0,0.0,0.0,0.27853862902162085,0.0,0.17575657682545243,0.0,11.871290407157673
Kerala,Palakkad,678631,5,2.0,1.7320508075688772,0.8660254037844386,5,2.5,0,0.0,0.0,0.27853862902162085,0.0,0.17575657682545243,0.0,11.871290407157673
Madhya Pradesh,Dhar,454129,5,2.0,1.7320508075688772,0.8660254037844386,5,2.5,0,0.0,0.0,0.27853862902162085,0.0,0.17575657682545243,0.0,11.871290407157673
Tamil Nadu,The Nilgiris,643241,5,2.0,1.7320508075688772,0.8660254037844386,5,2.5,0,0.0,0.0,0.27853862902162085,0.0,0.17575657682545243,0.0,11.871290407157673
Maharashtra,Mumbai( Sub Urban ),400080,5,2.0,1.7320508075688772,0.8660254037844386,5,2.5,0,0.0,0.0,0.27853862902162085,0.0,0.17575657682545243,0.0,11.871290407157673
Rajasthan,Bharatpur,321026,12,3.6666666666666665,2.806917861068948,0.7655230530188041,11,3.0,0,0.0,0.0,0.22762688595662095,0.0,0.2510808240363606,0.0,11.850423059425841
Maharashtra,Mumbai Suburban,400083,12,4.083333333333333,3.175426480542942,0.7776554646227614,12,2.938775510204082,0,0.0,0.0,0.2337728339631496,0.0,0.24185744682686167,0.0,11.850333955431722
Telangana,Bhadradri Kothagudem,507301,12,3.0,2.2962419891481978,0.7654139963827326,9,3.0,0,0.0,0.0,0.22757164084650253,0.0,0.2510808240363606,0.0,11.848765706122288
Uttarakhand,Haridwar,249401,10,3.0,2.494438257849294,0.831479419283098,8,2.6666666666666665,0,0.0,0.0,0.2610385777943502,0.0,0.20086465922908847,0.0,11.848450518412276
Maharashtra,Dhule,424307,12,10.25,7.794228634059948,0.7604125496643852,31,3.024390243902439,0,0.0,0.0,0.22503804468344785,0.0,0.2547551775588439,0.0,11.846244891680314
Tamil Nadu,Tirupattur,635802,8,1.75,1.3887301496588274,0.7935600855193299,5,2.857142857142857,0,0.0,0.0,0.24182968006141226,0.0,0.2295596105475297,0.0,11.846082612792962
Kerala,Idukki,685605,8,1.75,1.3887301496588271,0.7935600855193298,5,2.857142857142857,0,0.0,0.0,0.2418296800614122,0.0,0.2295596105475297,0.0,11.84608261279296
Tamil Nadu,Kancheepuram,603309,8,1.75,1.3887301496588271,0.7935600855193298,5,2.857142857142857,0,0.0,0.0,0.2418296800614122,0.0,0.2295596105475297,0.0,11.84608261279296
Bihar,Munger,813221,8,1.75,1.3887301496588271,0.7935600855193298,5,2.857142857142857,0,0.0,0.0,0.2418296800614122,0.0,0.2295596105475297,0.0,11.84608261279296
Andhra Pradesh,Srikakulam,532445,8,1.75,1.3887301496588271,0.7935600855193298,5,2.857142857142857,0,0.0,0.0,0.2418296800614122,0.0,0.2295596105475297,0.0,11.84608261279296
Kerala,Kollam,691011,8,1.75,1.3887301496588271,0.7935600855193298,5,2.857142857142857,0,0.0,0.0,0.2418296800614122,0.0,0.2295596105475297,0.0,11.84608261279296
Karnataka,Dakshina Kannada,575008,8,1.75,1.3887301496588271,0.7935600855193298,5,2.857142857142857,0,0.0,0.0,0.2418296800614122,0.0,0.2295596105475297,0.0,11.84608261279296
Karnataka,Bengaluru,560020,8,1.75,1.3887301496588271,0.7935600855193298,5,2.857142857142857,0,0.0,0.0,0.2418296800614122,0.0,0.2295596105475297,0.0,11.84608261279296
West Bengal,Koch Bihar,736165,8,1.75,1.3887301496588271,0.7935600855193298,5,2.857142857142857,0,0.0,0.0,0.2418296800614122,0.0,0.2295596105475297,0.0,11.84608261279296
Odisha,Koraput,764014,11,4.636363636363637,3.529099807960304,0.7611783899522224,14,3.019607843137255,0,0.0,0.0,0.2254259984344414,0.0,0.2540347160838472,0.0,11.843474274710186
Assam,Karbi Anglong,782446,8,4.875,4.0510139824140685,0.8309772271618602,13,2.6666666666666665,0,0.0,0.0,0.2607841809961564,0.0,0.20086465922908847,0.0,11.84081861446646
Tripura,North Tripura,799279,5,2.4,2.0736441353327724,0.8640183897219885,6,2.5,0,0.0,0.0,0.2775219305713171,0.0,0.17575657682545243,0.0,11.840789453648561
Maharashtra,Nashik,422222,5,2.4,2.073644135332772,0.8640183897219883,6,2.5,0,0.0,0.0,0.27752193057131697,0.0,0.17575657682545243,0.0,11.840789453648558
Jammu and Kashmir,Rajouri,185203,5,2.4,2.073644135332772,0.8640183897219883,6,2.5,0,0.0,0.0,0.27752193057131697,0.0,0.17575657682545243,0.0,11.840789453648558
Uttar Pradesh,Rampur,202411,5,2.4,2.073644135332772,0.8640183897219883,6,2.5,0,0.0,0.0,0.27752193057131697,0.0,0.17575657682545243,0.0,11.840789453648558
Karnataka,Shivamogga,577229,10,2.1,1.66332999331662,0.7920619015793428,6,2.857142857142857,0,0.0,0.0,0.2410707410392335,0.0,0.2295596105475297,0.0,11.8233144421276
Uttar Pradesh,Faizabad,224127,12,4.916666666666667,3.7040109300185615,0.7533581552580124,15,3.0508474576271185,0,0.0,0.0,0.2214644813512434,0.0,0.2587409169730631,0.0,11.818752779998563
Uttar Pradesh,Mainpuri,205263,12,11.0,8.591750800516843,0.7810682545924403,32,2.909090909090909,0,0.0,0.0,0.235501660052763,0.0,0.23738550636165004,0.0,11.812759928815892
Uttar Pradesh,Sambhal,243640,10,3.1,2.4244128727957572,0.7820686686437927,9,2.903225806451613,0,0.0,0.0,0.23600844245887642,0.0,0.23650193747941065,0.0,11.810292023354505
Tamil Nadu,Vellore,632531,11,2.5454545454545454,2.06705763652765,0.812058357207291,7,2.75,0,0.0,0.0,0.25120039873763716,0.0,0.21341870043090652,0.0,11.804385970747246
Karnataka,Tumkur,561202,12,6.75,5.189587477036897,0.7688277743758365,20,2.962962962962963,0,0.0,0.0,0.22930096744176948,0.0,0.2455012501688859,0.0,11.789054026630803
Karnataka,Belagavi,591220,10,3.9,3.1073389830457114,0.7967535853963362,11,2.8205128205128207,0,0.0,0.0,0.24344741978568396,0.0,0.22404135067859873,0.0,11.784249607142494
Tamil Nadu,Thiruvarur,610203,12,2.3333333333333335,1.775250729197189,0.7608217410845095,7,3.0,0,0.0,0.0,0.22524532986918797,0.0,0.2510808240363606,0.0,11.778976376802852
Tamil Nadu,Tiruppur,641658,8,2.5,2.0,0.8,7,2.8,0,0.0,0.0,0.24509196466373978,0.0,0.2209511251519973,0.0,11.77178144295214
Tamil Nadu,Thanjavur,612106,8,2.5,1.9999999999999998,0.7999999999999999,7,2.8,0,0.0,0.0,0.24509196466373973,0.0,0.2209511251519973,0.0,11.771781442952138
Tamil Nadu,Ramanathapuram,623529,8,2.5,1.9999999999999998,0.7999999999999999,7,2.8,0,0.0,0.0,0.24509196466373973,0.0,0.2209511251519973,0.0,11.771781442952138
Gujarat,Surendra Nagar,363423,7,3.142857142857143,2.6726124191242437,0.8503766788122594,8,2.5454545454545454,0,0.0,0.0,0.2706114128022082,0.0,0.1826042356628077,0.0,11.770427097322399
Maharashtra,Pune,412115,11,9.0,7.238784428341543,0.804309380926838,25,2.7777777777777777,0,0.0,0.0,0.24727497921857353,0.0,0.2176033808315125,0.0,11.770316993187455
Uttar Pradesh,Meerut,250502,12,12.916666666666666,9.76504278567486,0.756003312439344,39,3.0193548387096776,0,0.0,0.0,0.22280444565811355,0.0,0.25399660134775065,0.0,11.76406539669842
Odisha,JAJPUR,755005,12,3.8333333333333335,3.010084062049773,0.7852393205347233,11,2.869565217391304,0,0.0,0.0,0.23761460801808856,0.0,0.23143102041612368,0.0,11.75705864886513
Jammu and Kashmir,Srinagar,190023,12,2.5833333333333335,2.108783937953269,0.8163034598528783,7,2.7096774193548385,0,0.0,0.0,0.25335085167262056,0.0,0.20734416436551067,0.0,11.747408837488829
West Bengal,Hooghly,712235,11,2.090909090909091,1.6403990645294488,0.7845386830358234,6,2.8695652173913047,0,0.0,0.0,0.23725968421726246,0.0,0.23143102041612373,0.0,11.746410934840348
Tamil Nadu,Namakkal,636142,11,2.090909090909091,1.6403990645294488,0.7845386830358234,6,2.8695652173913047,0,0.0,0.0,0.23725968421726246,0.0,0.23143102041612373,0.0,11.746410934840348
Gujarat,Anand,388120,8,3.125,2.6423744732991303,0.8455598314557217,8,2.56,0,0.0,0.0,0.2681713296287186,0.0,0.1847954864907614,0.0,11.741049618676785
Uttar Pradesh,Ayodhya,224123,6,2.3333333333333335,1.96638416050035,0.8427360687858643,6,2.571428571428571,0,0.0,0.0,0.2667408886646106,0.0,0.18651718356986785,0.0,11.732570331335674
Tamil Nadu,Kanniyakumari,629173,6,2.3333333333333335,1.9663841605003498,0.8427360687858642,6,2.571428571428571,0,0.0,0.0,0.2667408886646105,0.0,0.18651718356986785,0.0,11.732570331335673
Assam,Marigaon,782413,6,2.3333333333333335,1.9663841605003498,0.8427360687858642,6,2.571428571428571,0,0.0,0.0,0.2667408886646105,0.0,0.18651718356986785,0.0,11.732570331335673
West Bengal,Kolkata,700058,6,2.3333333333333335,1.9663841605003498,0.8427360687858642,6,2.571428571428571,0,0.0,0.0,0.2667408886646105,0.0,0.18651718356986785,0.0,11.732570331335673
Tamil Nadu,Coimbatore,642127,10,2.8,2.2010098692292237,0.7860749532961514,8,2.857142857142857,0,0.0,0.0,0.2380379167280085,0.0,0.2295596105475297,0.0,11.732329712790849
Odisha,Gajapati,761215,9,2.5555555555555554,2.068278940998476,0.8093265421298385,7,2.739130434782609,0,0.0,0.0,0.24981653590990402,0.0,0.2117812167958868,0.0,11.730120413214856
Jharkhand,Pakaur,816107,11,7.545454545454546,6.234799697883427,0.826298755141177,20,2.650602409638554,0,0.0,0.0,0.2584141949844933,0.0,0.19844460309379822,0.0,11.721317911410763
Kerala,Palakkad,678593,10,2.9,2.330951164939612,0.8037762637722801,8,2.7586206896551726,0,0.0,0.0,0.2470049166440205,0.0,0.214717394348336,0.0,11.704495386287334
Jharkhand,Ramgarh,829119,9,2.888888888888889,2.3154073315749675,0.8014871532374888,8,2.769230769230769,0,0.0,0.0,0.24584531583362304,0.0,0.2163157868620953,0.0,11.701675212250597
Rajasthan,Sikar,332702,12,4.333333333333333,3.4728383291777436,0.8014242298102485,12,2.7692307692307696,0,0.0,0.0,0.24581344054577137,0.0,0.21631578686209535,0.0,11.700718953615047
Gujarat,Gandhinagar,382424,11,2.3636363636363638,1.8040358795061298,0.7632459490218241,7,2.9615384615384612,0,0.0,0.0,0.22647336733000817,0.0,0.24528665117398302,0.0,11.699934043379907
Chhattisgarh,Balod,491226,11,5.636363636363637,4.433344725435352,0.7865611609643366,16,2.8387096774193545,0,0.0,0.0,0.23828421623931648,0.0,0.22678267977477728,0.0,11.684180082675038
Rajasthan,Rajsamand,313334,12,8.833333333333334,7.553847103337878,0.8551525022646653,22,2.490566037735849,0,0.0,0.0,0.27303071438749843,0.0,0.17433536461392585,0.0,11.677628723903469
Karnataka,Shivamogga,577413,7,1.4285714285714286,1.1338934190276817,0.7937253933193772,4,2.8,0,0.0,0.0,0.24191342047323877,0.0,0.2209511251519973,0.0,11.676425117237109
Kerala,Kannur,670014,7,1.4285714285714286,1.1338934190276817,0.7937253933193772,4,2.8,0,0.0,0.0,0.24191342047323877,0.0,0.2209511251519973,0.0,11.676425117237109
Himachal Pradesh,Kangra,176025,7,1.4285714285714286,1.1338934190276817,0.7937253933193772,4,2.8,0,0.0,0.0,0.24191342047323877,0.0,0.2209511251519973,0.0,11.676425117237109
Telangana,Adilabad,504216,7,1.4285714285714286,1.1338934190276817,0.7937253933193772,4,2.8,0,0.0,0.0,0.24191342047323877,0.0,0.2209511251519973,0.0,11.676425117237109
Andhra Pradesh,Krishna,521162,7,1.4285714285714286,1.1338934190276817,0.7937253933193772,4,2.8,0,0.0,0.0,0.24191342047323877,0.0,0.2209511251519973,0.0,11.676425117237109
Uttar Pradesh,Faizabad,224229,10,2.6,2.1186998109427604,0.8148845426702924,7,2.692307692307692,0,0.0,0.0,0.2526320670225104,0.0,0.20472744113734015,0.0,11.673510833422116
West Bengal,Paschim Medinipur,721125,11,9.363636363636363,7.671671620614731,0.8193047361821558,25,2.6699029126213594,0,0.0,0.0,0.2548712162031932,0.0,0.20135219480974165,0.0,11.67318038229063
Andhra Pradesh,Nizamabad,503175,8,1.375,1.0606601717798212,0.77138921583987,4,2.909090909090909,0,0.0,0.0,0.23059852365512623,0.0,0.23738550636165004,0.0,11.665665836886788
Karnataka,Belgaum,591111,8,1.375,1.0606601717798212,0.77138921583987,4,2.909090909090909,0,0.0,0.0,0.23059852365512623,0.0,0.23738550636165004,0.0,11.665665836886788
Telangana,Karimnagar,505102,8,1.375,1.0606601717798212,0.77138921583987,4,2.909090909090909,0,0.0,0.0,0.23059852365512623,0.0,0.23738550636165004,0.0,11.665665836886788
Maharashtra,Sangli,415410,8,1.375,1.0606601717798212,0.77138921583987,4,2.909090909090909,0,0.0,0.0,0.23059852365512623,0.0,0.23738550636165004,0.0,11.665665836886788
Maharashtra,Solapur,413222,11,4.2727272727272725,3.37908002541843,0.7908485165872922,12,2.8085106382978724,0,0.0,0.0,0.2404560733773968,0.0,0.22223323999814046,0.0,11.658347001284714
Madhya Pradesh,Neemuch,458336,11,6.818181818181818,6.013620902886743,0.8819977324233889,16,2.3466666666666667,0,0.0,0.0,0.2866297740109779,0.0,0.15265714101410727,0.0,11.652036040611481
Assam,Sonitpur,784025,11,5.818181818181818,4.468068527186705,0.7679492781102149,17,2.921875,0,0.0,0.0,0.22885594525255534,0.0,0.2393114104096562,0.0,11.651906565769785
Andhra Pradesh,Chittoor,517520,11,3.727272727272727,3.0361458822299396,0.8145757245007156,10,2.682926829268293,0,0.0,0.0,0.2524756281811945,0.0,0.20331422824407738,0.0,11.640553410317382
Tamil Nadu,Tiruvallur,631209,12,3.8333333333333335,2.9797294975866313,0.7773207385008604,11,2.869565217391304,0,0.0,0.0,0.23360327086153512,0.0,0.23143102041612368,0.0,11.636718534168528
Kerala,Kannur,670692,11,3.8181818181818183,3.1565228279922772,0.8267083597122631,10,2.619047619047619,0,0.0,0.0,0.2586216894612148,0.0,0.1936909213994782,0.0,11.632469111826008
Karnataka,Gulbarga,585312,10,4.0,3.39934634239519,0.8498365855987975,10,2.5,0,0.0,0.0,0.27033781634694676,0.0,0.17575657682545243,0.0,11.625266026917451
Maharashtra,Yavatmal,445210,6,1.5,1.224744871391589,0.8164965809277259,4,2.6666666666666665,0,0.0,0.0,0.25344868152901867,0.0,0.20086465922908847,0.0,11.62075363045233
Uttarakhand,Pauri Garhwal,246164,6,1.5,1.224744871391589,0.8164965809277259,4,2.6666666666666665,0,0.0,0.0,0.25344868152901867,0.0,0.20086465922908847,0.0,11.62075363045233
West Bengal,Darjeeling,734313,6,1.5,1.224744871391589,0.8164965809277259,4,2.6666666666666665,0,0.0,0.0,0.25344868152901867,0.0,0.20086465922908847,0.0,11.62075363045233
Andhra Pradesh,Karimnagar,505325,6,1.5,1.224744871391589,0.8164965809277259,4,2.6666666666666665,0,0.0,0.0,0.25344868152901867,0.0,0.20086465922908847,0.0,11.62075363045233
Uttarakhand,Pithoragarh,262530,6,1.5,1.224744871391589,0.8164965809277259,4,2.6666666666666665,0,0.0,0.0,0.25344868152901867,0.0,0.20086465922908847,0.0,11.62075363045233
Tamil Nadu,Kanyakumari,629901,6,1.5,1.224744871391589,0.8164965809277259,4,2.6666666666666665,0,0.0,0.0,0.25344868152901867,0.0,0.20086465922908847,0.0,11.62075363045233
Goa,North Goa,403114,6,1.5,1.224744871391589,0.8164965809277259,4,2.6666666666666665,0,0.0,0.0,0.25344868152901867,0.0,0.20086465922908847,0.0,11.62075363045233
Karnataka,Belgaum,591107,6,1.5,1.224744871391589,0.8164965809277259,4,2.6666666666666665,0,0.0,0.0,0.25344868152901867,0.0,0.20086465922908847,0.0,11.62075363045233
Gujarat,Kachchh,370160,6,1.5,1.224744871391589,0.8164965809277259,4,2.6666666666666665,0,0.0,0.0,0.25344868152901867,0.0,0.20086465922908847,0.0,11.62075363045233
Andhra Pradesh,Visakhapatnam,530052,6,1.5,1.224744871391589,0.8164965809277259,4,2.6666666666666665,0,0.0,0.0,0.25344868152901867,0.0,0.20086465922908847,0.0,11.62075363045233
Mizoram,Khawzawl,796310,6,1.5,1.224744871391589,0.8164965809277259,4,2.6666666666666665,0,0.0,0.0,0.25344868152901867,0.0,0.20086465922908847,0.0,11.62075363045233
Tamil Nadu,Viluppuram,605758,6,1.5,1.224744871391589,0.8164965809277259,4,2.6666666666666665,0,0.0,0.0,0.25344868152901867,0.0,0.20086465922908847,0.0,11.62075363045233
Telangana,Nalgonda,508286,6,1.5,1.224744871391589,0.8164965809277259,4,2.6666666666666665,0,0.0,0.0,0.25344868152901867,0.0,0.20086465922908847,0.0,11.62075363045233
Telangana,Mahabubnagar,509410,6,1.5,1.224744871391589,0.8164965809277259,4,2.6666666666666665,0,0.0,0.0,0.25344868152901867,0.0,0.20086465922908847,0.0,11.62075363045233
Tamil Nadu,Thoothukkudi,628102,6,1.5,1.224744871391589,0.8164965809277259,4,2.6666666666666665,0,0.0,0.0,0.25344868152901867,0.0,0.20086465922908847,0.0,11.62075363045233
Bihar,Madhepura,852202,6,1.5,1.224744871391589,0.8164965809277259,4,2.6666666666666665,0,0.0,0.0,0.25344868152901867,0.0,0.20086465922908847,0.0,11.62075363045233
Orissa,Cuttack,753003,6,1.5,1.224744871391589,0.8164965809277259,4,2.6666666666666665,0,0.0,0.0,0.25344868152901867,0.0,0.20086465922908847,0.0,11.62075363045233
Bihar,Aurangabad,824116,6,1.5,1.224744871391589,0.8164965809277259,4,2.6666666666666665,0,0.0,0.0,0.25344868152901867,0.0,0.20086465922908847,0.0,11.62075363045233
Jharkhand,Deoghar,814113,11,7.090909090909091,5.375026426996345,0.7580165473969205,21,2.9615384615384617,0,0.0,0.0,0.2238242954438029,0.0,0.24528665117398307,0.0,11.620461886793748
Telangana,Rajanna Sircilla,505404,7,2.5714285714285716,2.0701966780270626,0.8050764858994132,7,2.722222222222222,0,0.0,0.0,0.24766357362427754,0.0,0.20923402003030045,0.0,11.614587609334334
Maharashtra,Bid,431127,7,2.5714285714285716,2.070196678027062,0.805076485899413,7,2.722222222222222,0,0.0,0.0,0.2476635736242775,0.0,0.20923402003030045,0.0,11.614587609334334
Uttarakhand,Bageshwar,263628,9,1.3333333333333333,1.0,0.75,4,3.0,0,0.0,0.0,0.21976333171279366,0.0,0.2510808240363606,0.0,11.61451643211102
Telangana,Karimnagar,505462,9,1.3333333333333333,1.0,0.75,4,3.0,0,0.0,0.0,0.21976333171279366,0.0,0.2510808240363606,0.0,11.61451643211102
Andhra Pradesh,East Godavari,533222,11,3.3636363636363638,2.540579747724022,0.7553074925666011,10,2.972972972972973,0,0.0,0.0,0.22245196233497996,0.0,0.24700924310604122,0.0,11.613743732170223
Odisha,Angul,759123,11,3.3636363636363638,2.5405797477240215,0.755307492566601,10,2.972972972972973,0,0.0,0.0,0.2224519623349799,0.0,0.24700924310604122,0.0,11.61374373217022
Maharashtra,Mumbai,400051,12,6.0,4.69041575982343,0.7817359599705717,17,2.8333333333333335,0,0.0,0.0,0.2358399013416042,0.0,0.22597274163272457,0.0,11.594651872902617
Karnataka,Dakshina Kannada,575017,8,2.25,1.8322507626258087,0.8143336722781371,6,2.6666666666666665,0,0.0,0.0,0.2523530111431815,0.0,0.20086465922908847,0.0,11.587883518877215
Odisha,JAJPUR,755006,8,2.25,1.8322507626258087,0.8143336722781371,6,2.6666666666666665,0,0.0,0.0,0.2523530111431815,0.0,0.20086465922908847,0.0,11.587883518877215
West Bengal,South Twenty Four Parganas,743503,12,9.416666666666666,6.894771844512245,0.7321881604791765,29,3.0796460176991154,0,0.0,0.0,0.21074034080471174,0.0,0.26307937668942566,0.0,11.583797757929865
Chhattisgarh,Gariyaband,493885,11,3.3636363636363638,2.73030134866931,0.8117112117665517,9,2.6756756756756754,0,0.0,0.0,0.25102454434865556,0.0,0.20222185287252822,0.0,11.575173387910231
Assam,Cachar,788816,11,3.3636363636363638,2.73030134866931,0.8117112117665517,9,2.6756756756756754,0,0.0,0.0,0.25102454434865556,0.0,0.20222185287252822,0.0,11.575173387910231
Chhattisgarh,Kanker,494635,11,3.3636363636363638,2.73030134866931,0.8117112117665517,9,2.6756756756756754,0,0.0,0.0,0.25102454434865556,0.0,0.20222185287252822,0.0,11.575173387910231
Kerala,Pathanamthitta,691523,9,1.7777777777777777,1.3944333775567925,0.7843687748756959,5,2.8125,0,0.0,0.0,0.23717361338879767,0.0,0.22283423133227004,0.0,11.57189302830933
Odisha,Khorda,752057,9,1.7777777777777777,1.3944333775567925,0.7843687748756959,5,2.8125,0,0.0,0.0,0.23717361338879767,0.0,0.22283423133227004,0.0,11.57189302830933
West Bengal,Purba Medinipur,721603,11,5.636363636363637,4.58852323242952,0.8140928315600762,15,2.661290322580645,0,0.0,0.0,0.25223100782023333,0.0,0.20005472108703568,0.0,11.568024656347713
Punjab,Amritsar,143119,8,2.625,2.1339098923270936,0.8129180542198452,7,2.6666666666666665,0,0.0,0.0,0.25163589773923734,0.0,0.20086465922908847,0.0,11.56637011675889
Kerala,Kannur,670582,8,2.375,1.9955307206712847,0.8402234613352778,6,2.526315789473684,0,0.0,0.0,0.2654680704272962,0.0,0.1797210108891844,0.0,11.558462330602573
Uttar Pradesh,Bulandshahr,202389,12,7.25,6.151496491985434,0.8484822747566115,18,2.4827586206896552,0,0.0,0.0,0.2696517595024824,0.0,0.17315918899059354,0.0,11.552736564886342
Karnataka,Belagavi,591243,10,4.4,3.717824931626316,0.8449602117332535,11,2.5,0,0.0,0.0,0.2678675786715078,0.0,0.17575657682545243,0.0,11.551158896654282
Madhya Pradesh,Datia,475685,12,5.833333333333333,4.448356863818233,0.76257546236884,17,2.9142857142857146,0,0.0,0.0,0.22613371712336933,0.0,0.2381680959430621,0.0,11.547373432562322
Bihar,Bhojpur,802152,12,9.5,7.3793323176657015,0.776771822912179,27,2.8421052631578947,0,0.0,0.0,0.2333252052321999,0.0,0.22729421965396854,0.0,11.54564055004537
Tamil Nadu,Thoothukkudi,628722,9,2.2222222222222223,1.7873008824606014,0.8042853971072705,6,2.6999999999999997,0,0.0,0.0,0.2472628296713218,0.0,0.20588627570981566,0.0,11.535610404335966
Uttar Pradesh,Bara Banki,225003,12,6.083333333333333,4.776045022883061,0.785103291432832,17,2.7945205479452055,0,0.0,0.0,0.2375456993942395,0.0,0.22012565394968603,0.0,11.528884060820905
Bihar,Patna,801105,12,9.916666666666666,7.7278520281962555,0.7792791961206309,28,2.823529411764706,0,0.0,0.0,0.23459537194555816,0.0,0.22449579560898128,0.0,11.527777070546371
Rajasthan,Churu,331518,12,7.5,5.68090901817018,0.757454535756024,22,2.933333333333333,0,0.0,0.0,0.22353959571247434,0.0,0.24103759107490616,0.0,11.526939692872352
Assam,Nalbari,781341,9,3.2222222222222223,2.7284509239574835,0.8467606315730121,8,2.4827586206896552,0,0.0,0.0,0.2687796221370847,0.0,0.17315918899059354,0.0,11.526572443924412
Rajasthan,Jhunjhunun,333032,9,4.0,3.570714214271425,0.8926785535678563,9,2.25,0,0.0,0.0,0.29204038597863635,0.0,0.13809445321999833,0.0,11.523100643759058
Chhattisgarh,Durg,491107,11,4.181818181818182,3.2192602199319587,0.7698230960706858,12,2.8695652173913047,0,0.0,0.0,0.2298051701993085,0.0,0.23143102041612373,0.0,11.522775514301731
Tamil Nadu,Madurai,625103,11,8.636363636363637,6.801069434621693,0.7874922503246171,24,2.7789473684210524,0,0.0,0.0,0.238755880652338,0.0,0.21777957790101168,0.0,11.518267977590375
Assam,Nalbari,781350,6,3.3333333333333335,2.875181153713043,0.8625543461139129,8,2.4,0,0.0,0.0,0.27678028610785466,0.0,0.16069172738327078,0.0,11.517243130901056
Haryana,Yamuna Nagar,135002,10,2.3,1.888562063228706,0.82111394053422,6,2.608695652173913,0,0.0,0.0,0.25578770966252706,0.0,0.19213141317564986,0.0,11.516259553388808
Gujarat,Amreli,365480,9,1.8888888888888888,1.536590742882148,0.8134892168199607,5,2.6470588235294117,0,0.0,0.0,0.25192523309631,0.0,0.1979107671816019,0.0,11.515972336521337
Tamil Nadu,Kancheepuram,603304,9,1.8888888888888888,1.536590742882148,0.8134892168199607,5,2.6470588235294117,0,0.0,0.0,0.25192523309631,0.0,0.1979107671816019,0.0,11.515972336521337
Chhattisgarh,Raipur,492011,9,1.8888888888888888,1.536590742882148,0.8134892168199607,5,2.6470588235294117,0,0.0,0.0,0.25192523309631,0.0,0.1979107671816019,0.0,11.515972336521337
Kerala,Thrissur,679562,9,1.8888888888888888,1.536590742882148,0.8134892168199607,5,2.6470588235294117,0,0.0,0.0,0.25192523309631,0.0,0.1979107671816019,0.0,11.515972336521337
Telangana,Medak,502247,11,2.5454545454545454,2.018099916438052,0.7928249671720918,7,2.75,0,0.0,0.0,0.24145728920555826,0.0,0.21341870043090652,0.0,11.512092684784879
Karnataka,Shivamogga,577204,12,3.0833333333333335,2.539088359425425,0.8234881165704081,8,2.5945945945945943,0,0.0,0.0,0.2569904023301578,0.0,0.19000711008157015,0.0,11.509854271536138
Uttar Pradesh,Pratapgarh,230501,12,3.5833333333333335,2.8109633849474367,0.784454898124866,10,2.7906976744186047,0,0.0,0.0,0.2372172410721331,0.0,0.2195497438085386,0.0,11.507512108334764
